License_Year_License_Number,Business_Name,Street_Address,City,State,Zip_Code,Business_Phone_Number,Classification_Code,Classification_Description,License_Expir_Date,Issue_Date,License_Fiscal_Year,License_Number,License_Status,License_Status_Description,Council_District,Council_District_Description,Full_Address,FID,lon,lat,type,loctype,address,north,south,east,west
2015-5780,THERAPEUTIC INDULGENCE,904 E JEFFERSON BLVD,SOUTH BEND,IN,46617,(574) 383-0669,MSGEST,MASSAGE ESTABLISHMENT,2016-02-28T05:00:00Z,2015-04-07T04:00:00Z,2015,5780,IN,Incative and no longer licensed,SB4,COUNCIL DISTRICT 4,"904 E JEFFERSON BLVD, SOUTH BEND, IN 46617",4224,-86.23809299999999,41.6748604,premise,rooftop,"904 e jefferson blvd, south bend, in 46617, usa",41.67630568029149,41.67360771970849,-86.23675261970848,-86.23945058029149
2015-6473,JEFFREY D NIXA,730 COTTAGE GROVE AVE,SOUTH BEND,IN,46616,(574) 855-0636,MSGTEC,MASSAGE THERAPY,2016-02-28T05:00:00Z,2015-03-05T05:00:00Z,2015,6473,RN,Renewed,SB1,COUNCIL DISTRICT 1,"730 COTTAGE GROVE AVE, SOUTH BEND, IN 46616",4225,-86.2622117,41.6850621,premise,rooftop,"730 cottage grove ave, south bend, in 46616, usa",41.6864110802915,41.68371311970851,-86.26092486970849,-86.2636228302915
2015-7169,ANTHONY SPURGEON - NORTHSTAR A,0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(800) 775-7827,PEDDLR,PEDDLER & CANVASSER,2016-01-31T05:00:00Z,2015-05-18T04:00:00Z,2015,7169,IN,Incative and no longer licensed,NA,NA,"0 OUTSIDE CITY LIMITS, SOUTH BEND, IN 46601",4226,-86.25395189999999,41.6724038,postal_code,approximate,"south bend, in 46601, usa",41.6883039,41.6590361,-86.23015,-86.274856
2015-578,SOUTH BEND MOTEL,3420 S MICHIGAN ST,SOUTH BEND,IN,46614,(574) 291-6330,HOTEL,HOTEL/MOTEL,2016-01-31T05:00:00Z,2015-01-30T05:00:00Z,2015,578,RN,Renewed,SB6,COUNCIL DISTRICT 6,"3420 S MICHIGAN ST, SOUTH BEND, IN 46614",4227,-86.2494,41.6389329,premise,rooftop,"3420 s michigan st, south bend, in 46614, usa",41.6402964802915,41.6375985197085,-86.2481769697085,-86.2508749302915
2015-5779,WAKA DOG CAFE,1809 SOUTH BEND AVE,SOUTH BEND,IN,466375637,(574) 252-4627,RESTZ,RESTAURANTS N-Z,2016-03-31T04:00:00Z,2015-05-19T04:00:00Z,2015,5779,RN,Renewed,NA,NA,"1809 SOUTH BEND AVE, SOUTH BEND, IN 466375637",4228,-86.22190429999999,41.6974624,street_address,rooftop,"1809 south bend ave, south bend, in 46637, usa",41.6987661802915,41.6960682197085,-86.22057891970849,-86.22327688029151
2015-5777,KNIGHT INN,3233 LINCOLN WAY W,SOUTH BEND,IN,466281450,(574) 232-9019,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-05-07T04:00:00Z,2015,5777,RN,Renewed,NA,NA,"3233 LINCOLN WAY W, SOUTH BEND, IN 466281450",4229,-86.2950384,41.69254979999999,premise,geometric_center,"3233 lincoln way w, south bend, in 46628, usa",41.69377053029149,41.6910725697085,-86.29398981970849,-86.2966877802915
2015-5772,BAKERS BAR & GRILLE - DONT USE,123 N DR MARTIN LUTHER KING JR,SOUTH BEND,IN,46601,(574) 245-7274,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-03-05T05:00:00Z,2015,5772,RN,Renewed,SB2,COUNCIL DISTRICT 2,"123 N DR MARTIN LUTHER KING JR, SOUTH BEND, IN 46601",4230,-86.2493494,41.6767646,premise,rooftop,"123 n doctor m.l.k. jr blvd, south bend, in 46601, usa",41.6784147802915,41.6757168197085,-86.24818381970849,-86.2508817802915
2015-5771,PITTS BBQ,1526 MISHAWAKA AVE,SOUTH BEND,IN,46615,(574) 232-0667,RESTZ,RESTAURANTS N-Z,2016-03-31T04:00:00Z,2015-03-26T04:00:00Z,2015,5771,RN,Renewed,SB3,COUNCIL DISTRICT 3,"1526 MISHAWAKA AVE, SOUTH BEND, IN 46615",4231,-86.2246321,41.665577999999996,premise,rooftop,"1526 e mishawaka ave, south bend, in 46615, usa",41.6669875302915,41.6642895697085,-86.2232831197085,-86.2259810802915
2015-5764,ANN G BOTKA,19955 CLAFFEY ST,SOUTH BEND,IN,46637,(574) 277-7843,MSGTEC,MASSAGE THERAPY,2016-02-28T05:00:00Z,2015-03-24T04:00:00Z,2015,5764,RN,Renewed,NA,NA,"19955 CLAFFEY ST, SOUTH BEND, IN 46637",4232,-86.25485359999999,41.75724160000001,premise,rooftop,"19955 claffey st, south bend, in 46637, usa",41.7585142302915,41.7558162697085,-86.2535045697085,-86.2562025302915
2015-5758,CHARTWELLS - CAREER ACADEMY,3801 CRESCENT CIR,SOUTH BEND,IN,46628,(574) 299-9800,RESTZ,RESTAURANTS N-Z,2016-03-31T04:00:00Z,2015-03-25T04:00:00Z,2015,5758,RN,Renewed,SB1,COUNCIL DISTRICT 1,"3801 CRESCENT CIR, SOUTH BEND, IN 46628",4233,-86.33165509999999,41.7280739,premise,geometric_center,"3801 crescent cir, south bend, in 46628, usa",41.72923643029149,41.72653846970849,-86.33024189999999,-86.3330366
2015-5756,MIAMI STOP AND GO,1914 MIAMI ST,SOUTH BEND,IN,46601,(574) 288-5222,RESTZ,RESTAURANTS N-Z,2016-03-31T04:00:00Z,2015-05-20T04:00:00Z,2015,5756,RN,Renewed,SB3,COUNCIL DISTRICT 3,"1914 MIAMI ST, SOUTH BEND, IN 46601",4234,-86.2347223,41.654,premise,rooftop,"1914 miami st, south bend, in 46613, usa",41.65534898029149,41.65265101970849,-86.23342676970849,-86.2361247302915
2015-5747,NUEVA VIDA,2013 FORD ST,SOUTH BEND,IN,46619,(574) 339-8332,RESTZ,RESTAURANTS N-Z,2016-03-31T04:00:00Z,2015-04-08T04:00:00Z,2015,5747,RN,Renewed,SB6,COUNCIL DISTRICT 6,"2013 FORD ST, SOUTH BEND, IN 46619",4235,-86.2794649,41.6685955,premise,rooftop,"2013 ford st, south bend, in 46619, usa",41.6699017802915,41.6672038197085,-86.2781159197085,-86.2808138802915
2015-574,MADISON OYSTER BAR,129 N MAIN ST,SOUTH BEND,IN,46601,(574) 288-3776,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-02-05T05:00:00Z,2015,574,RN,Renewed,SB2,COUNCIL DISTRICT 2,"129 N MAIN ST, SOUTH BEND, IN 46601",4236,-86.25234499999999,41.677387,premise,rooftop,"129 n main st, south bend, in 46601, usa",41.6787801802915,41.6760822197085,-86.2509900697085,-86.25368803029151
2015-5738,PEDRO'S FAMILY RESTAURANT,3314 PORTAGE AVE,SOUTH BEND,IN,46628,(574) 273-3124,RESTZ,RESTAURANTS N-Z,2016-03-31T04:00:00Z,2015-04-13T04:00:00Z,2015,5738,RN,Renewed,SB1,COUNCIL DISTRICT 1,"3314 PORTAGE AVE, SOUTH BEND, IN 46628",4237,-86.2846113,41.7213991,street_address,rooftop,"3314 portage ave, south bend, in 46628, usa",41.7225769302915,41.7198789697085,-86.28347781970848,-86.28617578029149
2015-5734,GAMESTOP #5544,1290 E IRELAND RD,SOUTH BEND,IN,46614,(574) 231-9117,SECOND,SECOND HAND DEALERS,2016-01-31T05:00:00Z,2015-04-07T04:00:00Z,2015,5734,RN,Renewed,SB5,COUNCIL DISTRICT 5,"1290 E IRELAND RD, SOUTH BEND, IN 46614",4238,-86.22982379999999,41.6280481,premise,geometric_center,"1290 e ireland rd, south bend, in 46614, usa",41.62944419999999,41.62490830000001,-86.2280138,-86.23477340000001
2015-5733,CROSSING XTREME TREE SERVICE,0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(574) 343-1878,ARBOR,ARBORIST/TREE SERVICE,2016-01-31T05:00:00Z,2015-03-02T05:00:00Z,2015,5733,RN,Renewed,NA,NA,"0 OUTSIDE CITY LIMITS, SOUTH BEND, IN 46601",4239,-86.25395189999999,41.6724038,postal_code,approximate,"south bend, in 46601, usa",41.6883039,41.6590361,-86.23015,-86.274856
2015-570,MIAMI AUTO GLASS,918 S MICHIGAN ST,SOUTH BEND,IN,46601,(574) 289-2393,AUTO,AUTOMOTIVE REPAIR & SVC,2016-01-31T05:00:00Z,2015-04-09T04:00:00Z,2015,570,RN,Renewed,SB3,COUNCIL DISTRICT 3,"918 S MICHIGAN ST, SOUTH BEND, IN 46601",4240,-86.2496211,41.6645943,premise,rooftop,"918 s michigan st, south bend, in 46601, usa",41.6658563302915,41.6631583697085,-86.24824886970849,-86.2509468302915
2015-5693,THE WELL @ RIVER PARK GRACE,2410 MISHAWAKA AVE,SOUTH BEND,IN,46615,(574) 387-2410,RESTZ,RESTAURANTS N-Z,2016-03-31T04:00:00Z,2015-06-23T04:00:00Z,2015,5693,RN,Renewed,SB3,COUNCIL DISTRICT 3,"2410 MISHAWAKA AVE, SOUTH BEND, IN 46615",4241,-86.21235659999999,41.6655269,premise,rooftop,"2410 e mishawaka ave, south bend, in 46615, usa",41.6669153802915,41.6642174197085,-86.2110076697085,-86.2137056302915
2015-568,IDLE HOURS BOOKSHOP,212 S MICHIGAN ST,SOUTH BEND,IN,46601,(574) 234-3860,SECOND,SECOND HAND DEALERS,2016-01-31T05:00:00Z,2015-04-08T04:00:00Z,2015,568,RN,Renewed,SB1,COUNCIL DISTRICT 1,"212 S MICHIGAN ST, SOUTH BEND, IN 46601",4242,-86.2499816,41.6746095,street_address,rooftop,"212 s michigan st, south bend, in 46601, usa",41.6759524302915,41.6732544697085,-86.2487991197085,-86.2514970802915
2015-567,CRAIG'S SERVICE CENTER,5307 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 288-9110,AUTO,AUTOMOTIVE REPAIR & SVC,2016-01-31T05:00:00Z,2015-05-19T04:00:00Z,2015,567,IN,Incative and no longer licensed,SB2,COUNCIL DISTRICT 2,"5307 W WESTERN AVE, SOUTH BEND, IN 46619",4243,-86.3216714,41.6722527,premise,geometric_center,"5307 w western ave, south bend, in 46619, usa",41.6736966302915,41.6709986697085,-86.32008996970849,-86.3227879302915
2015-5664,LOS COMPADRES BODY SHOP,1505 W SAMPLE ST,SOUTH BEND,IN,46619,(574) 386-3825,AUTO,AUTOMOTIVE REPAIR & SVC,2016-01-31T05:00:00Z,2015-03-11T04:00:00Z,2015,5664,RN,Renewed,SB6,COUNCIL DISTRICT 6,"1505 W SAMPLE ST, SOUTH BEND, IN 46619",4244,-86.2720159,41.6652153,premise,rooftop,"1505 w sample st, south bend, in 46619, usa",41.66645408029149,41.66375611970849,-86.27066696970849,-86.2733649302915
2015-5663,KEVIN PARTON / PARTONS BEADS,0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(716) 830-0107,PEDDLR,PEDDLER & CANVASSER,2016-01-31T05:00:00Z,2015-05-18T04:00:00Z,2015,5663,RN,Renewed,NA,NA,"0 OUTSIDE CITY LIMITS, SOUTH BEND, IN 46601",4245,-86.25395189999999,41.6724038,postal_code,approximate,"south bend, in 46601, usa",41.6883039,41.6590361,-86.23015,-86.274856
2015-5636,CIAO'S LOUNGE,119 N MICHIGAN ST,SOUTH BEND,IN,46601,(574) 289-2426,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-03-18T04:00:00Z,2015,5636,IN,Incative and no longer licensed,SB2,COUNCIL DISTRICT 2,"119 N MICHIGAN ST, SOUTH BEND, IN 46601",4246,-86.25056359999999,41.6771833,street_address,rooftop,"119 n michigan st, south bend, in 46601, usa",41.67842118029149,41.6757232197085,-86.24931551970849,-86.25201348029151
2015-5624,DRIVE & SHINE INC,4340 S IRONWOOD DR,SOUTH BEND,IN,46614,(574) 277-8877,AUTO,AUTOMOTIVE REPAIR & SVC,2016-01-31T05:00:00Z,2015-02-11T05:00:00Z,2015,5624,RN,Renewed,SB5,COUNCIL DISTRICT 5,"4340 S IRONWOOD DR, SOUTH BEND, IN 46614",4247,-86.2145133,41.6311263,premise,rooftop,"4340 s ironwood dr, south bend, in 46614, usa",41.63243173029149,41.62973376970849,-86.21318936970849,-86.2158873302915
2015-558,"LASALLE BODY SHOP, INC",503 E COLFAX AVE,SOUTH BEND,IN,46617,(574) 232-4146,AUTO,AUTOMOTIVE REPAIR & SVC,2016-01-31T05:00:00Z,2015-03-16T04:00:00Z,2015,558,RN,Renewed,SB4,COUNCIL DISTRICT 4,"503 E COLFAX AVE, SOUTH BEND, IN 46617",4248,-86.2441903,41.6780201,premise,rooftop,"503 e colfax ave, south bend, in 46617, usa",41.6793119302915,41.67661396970851,-86.24284486970849,-86.24554283029151
2015-550,"TORCH LOUNGE, INC",1817 S MICHIGAN ST,SOUTH BEND,IN,46613,(574) 234-6863,ADULT,ADULT BUSINESS,2016-01-31T05:00:00Z,2015-04-08T04:00:00Z,2015,550,RN,Renewed,SB3,COUNCIL DISTRICT 3,"1817 S MICHIGAN ST, SOUTH BEND, IN 46613",4249,-86.2501923,41.6550072,premise,rooftop,"1817 s michigan st, south bend, in 46613, usa",41.6563561302915,41.65365816970851,-86.24874321970849,-86.2514411802915
2015-549,PEACHES SHOWBAR,1811 S MICHIGAN ST,SOUTH BEND,IN,46613,(574) 287-6933,ADULT,ADULT BUSINESS,2016-01-31T05:00:00Z,2015-04-08T04:00:00Z,2015,549,RN,Renewed,SB3,COUNCIL DISTRICT 3,"1811 S MICHIGAN ST, SOUTH BEND, IN 46613",4250,-86.2501937,41.6551755,premise,rooftop,"1811 s michigan st, south bend, in 46613, usa",41.65652453029151,41.65382656970851,-86.24875326970849,-86.2514512302915
